ID,reviewer,content,date_time,rate
5597,Mit Nguyen,Tuyet voi,15-11-21 22:58,4
5598,chú bé Loắt choắt A,Sào không tải được v,20-08-21 9:39,2
5599,thuyhien nguyen,"Toàn lỗi, mà vào buổi sáng, lúc vào thì toàn kêu cập nhật, chán ,cập nhật rồi vẫn ko đc,cứ bảo cập nhật 😡",16-11-21 15:13,2
5600,Mạnh Trần,Sao mình nhập đúng tk mk rồi nó bảo chưa đăng ký wm62 gì gì là sao ad,08-05-21 11:13,2
5601,An Phùng,Ok hơn mong đợi,22-11-21 10:50,5
5602,Ngọc Thắng Lưu,Good,27-05-21 19:16,5
5603,DũnG HoànG,Ngân hàng online à:)) xin lỗi chả thấy chút uy tín nào đăng nhập thì k đc báo tài khoản đã bị khóa :),05-04-21 9:31,1
5604,Yen Hai,Tôi không sử dụng được,11-04-21 22:04,1
5605,Thụy Phạm,Không thể chấp nhận đc 16/11. Mã OTP lập lại 5 lần 7 lượt mạng căng đét cũng chưa xong .,16-11-21 18:18,1
5606,Duc Ngo,Tất cả đều ổn cho đến khi dùng thẻ truy cập CHplay để thanh toán thì lại bị MB Bank từ chối. Haiz,25-06-21 14:38,1
5607,Đức Duy,Ko tốt,16-08-21 10:19,1
5608,Hoàng Anh Tora,"Không tài nào chuyển khoản được, lở dở hết bao nhiêu công việc. Khắc phụ được thì tôi cho tăng sao sao sau. Quá bực mình.",16-11-21 21:30,1
5609,Cường Nguyễn,Lỗi rất nhiều,26-09-21 10:01,5
5610,Châu Vũ,Appp hông toot bị lỗi nhìu quá,25-03-21 7:45,5
5611,Nghĩa Hiệp Lê,Lập tk kiếm tiền ngon nha,03-10-21 14:26,5
5612,Đông Lê xuân,;.... I,02-07-21 18:14,5
5613,Goc Khuat,Quá chậm loand mãi ko vào dc,19-09-21 11:41,1
5614,Anh Trần,Tại sao nhập số điện thoại rồi nhập mã OPT xong chuyển màn hình đòi số CMND thì nhập vào lại báo không đúng số đăng kí MB mà dùng số điện thoại thì được xong bắt chụp CMND rồi lại bảo không khớp thông tin chán thật,08-07-21 20:16,3
5615,Minh Huy Nguyễn,Yêu thích,04-11-21 1:07,5
5616,anh thai,Tạm ổn đôi lúc mạng hơi chập chờn ck nhanh,25-08-21 19:44,4
5617,Ly Phạm,"Ứng dụng khá nhiều chức năng, giao diện thân thiện. Nên có thêm màn hình tổng quan tài chính, để khách hàng biết tổng số dư tài khoản (tài khoản thanh toán + tài khoản tiết kiệm + nợ....)",10-04-21 9:56,4
5618,Channel chenan,sao vậy vừa chuyển tiền bị trừ tiền ko hiểu lun ạ rõ ko nợ j cả,08-10-21 5:58,1
5619,Tuấn Lê học,"App quá tệ, nhập đúng thông tin đăng ký tk mà cứ báo nhập ko đúng.",29-05-21 14:59,1
5620,ngọc vương,App toàn vào không được,16-11-21 15:06,1
5621,LOCK TV,Đăng kí lỗi hoài,11-10-21 18:30,1
5622,Hung Dang,👍🥳,02-10-21 10:28,5
5623,NP Dalat,Nhanh gọn,01-10-21 14:08,5
5624,Naa Thùy,"Ap như j luôn đăng ký 10 lần vẫn không được, làm ăn như :))",16-11-21 7:10,1
5625,Nguyễn Minh Chiến,"Các anh làm việc chán quá, app ngân hàng to tướng mang tiếng quân đội nhưng thiếu ổn định, làm hỏng việc bao nhiêu người 16/11/2021.",16-11-21 11:14,2
5626,Minh Chiến Trịnh,Ok,28-06-21 14:06,5
5627,Nhung Tran,Mấy năm nay xài vẫn ok mà sao nhiều người chê thế nhỉ.,21-09-21 23:24,5
5628,Đông Nguyễn,Tuyệt vời,19-08-21 19:11,5
5629,Bé Linh Baby,Bực mình với cái ứng dụng này làm đi làm lại cuối cùng thì bị khóa tài khoản 😠,09-04-21 16:33,1
5630,ân lỳ,ok,21-06-21 11:15,5
5631,Nguyen Niki,"Ứng dụng dùng rất tốt, ổn định. Nhân viên phục vụ tận tình, chu đáo. Nói chung mọi thứ đều tốt.",29-11-21 11:12,5
5632,Phát Phan,Nhập mã giới thiệu 0 3 5 6 0 5 9 5 9 2 để nhận 30k khi đăng kí tài khoản thành công !,29-09-21 10:25,5
5633,Hue Phan,Tốt OK,19-07-21 19:57,5
5634,Hung Tran,Khó dùng,14-06-21 12:23,2
5635,Ngọc Linh Trịnh,Rất tệ. Lần nào đến mục quay video để đăng ký Digital OTP cũng bị văng ra ngoài.,12-11-21 19:33,1
5636,Truc Tran,App làm ăn chậm chạp nộp don vay mấy ngày rồi ko thấy đâu,10-02-21 16:17,5
5637,Thiên Hoàng,Sao vào nó cứ bão lỗi ko vào được âyz,20-06-21 3:27,2
5638,Hiếu Phùng Dương Chí,Ok,13-12-21 11:11,5
5639,tan dinh,"App quay mòng mòng, sợ MB thật, ghét Agri, sang MB gặp ngay cảnh này",03-09-21 16:19,1
5640,Quyên Nguyễn,"K được 30k làm phí mất cái voucher 100k bên shopee, mất công đăng kí vcl như cc vậy",09-11-21 11:43,1
5641,sport best,đăng kí lỗi nhiều,04-08-21 10:27,1
5642,Thùy Dương Nguyễn,"Tại sao tôi không đk đc digital otp vậy? Mới xóa đi tải lại app, vẫn cùng 1 máy mà không đk đc là sao?",17-02-21 21:02,1
5643,Dung Lang,"Chụp cả chục lần rồi mà vẫn bảo ko rõ ràng, cho chụp lại 😔😔 chán app này thật",12-12-21 9:11,1
5644,Hà Quý Youtube,CMND của mình mà đk bảo khuôn mặt không giống với CMND,13-09-21 10:05,1
5645,45_Hồ Vũ Huyền Trang_12C5,Đăng ký k đc lag hoài😤,17-06-21 10:08,1
5646,Đoàn Võ Quang,tot,19-03-21 17:16,5
5647,Thành Nguyễn,Tồi tệ 👎👎👎👎👎👎👎👎👎👎👎👎👎,27-05-21 9:12,1
5648,Sơn Trần,Bữa nay mb bank bị lỗi hả ta sao đăng nhập không được,11-10-21 12:10,5
5649,Anh2 Vlog,Good job 👍,27-06-21 4:09,5
5650,hien nguyen,Đang bị lỗi mong xử lí sự cố sớm,16-11-21 11:57,3
5651,Hoai anh Nguyen Văn,Ok,30-05-21 15:44,5
5652,Anh Gấu,Thông tin đúng ko vào đc ko sai mà app lỗi nếu có thể tôi có thể đánh giá 1 sao,15-12-21 7:29,1
5653,Nguyệt Nguyễn,Ứng dụng của ngân hàng lớn còn thua ứng dụng rác . Vào toàn lỗi k vào được,10-08-21 15:22,1
5654,Lô Xuân Tú,App k vào đc,29-07-21 15:03,1
5655,Phạm Tiến Bách Tùng,Nhanh,04-08-21 17:35,5
5656,Vy Thảo,Không vô được app,10-11-21 16:06,1
5657,An nguyen,Quá tệ ứng dụng lỗi tùm lum k đăng ký mở thẻ được.,23-10-21 7:33,1
5658,thánh gà free,Phần mềm lỗi. Load mãi ko xong. Càng uodate càng giở,09-08-21 14:39,1
5659,xem gì,in thẻ vật lí rùi mà 1 tháng nay chưa thấy gửi thẻ cho mình. J kì vậy,07-10-21 14:09,1
5660,TRỊNH MINH TUẤN,Ok,12-04-21 21:22,5
5661,Trọng Lê Văn,Suốt ngày đòi cập nhật,02-10-21 11:20,1
5662,Cườnq Phạm,"Chuyển tiền qua 1 ngày rồi vẫn chưa nhận được , mong app khắc phục lỗi",15-12-21 8:21,1
5663,Quân Triệu,Chưa hài lòng cho lắm,28-05-21 21:52,1
5664,Quốc Khánh Cao,Bảo là đăng ký miễn phí sao mình đăng ký lại mất 30k tiền phí phát hành sau lại trừ thêm 66k nữa cần 1 lời giải thích từ hệ thống,02-12-21 16:49,1
5665,From Truong With Love,"app tuyệt vời, nhân viên đùn đẩy trách nhiệm, tuyệt vời, rất rất tuyệt, vote cho đội ngũ nv cskh, dev app mỗi bên nửa sao",28-08-21 18:30,1
5666,bolero go bo,Quá OK,28-02-21 13:43,5
5667,Phượng Lê,Ko bao h để tiền ở ngân hàng này nữa. Mang tiếng quân đội mà làm ăn như...,16-11-21 18:34,1
5668,Nguyễn Duyên,"Ứng dụng quá sức tệ, mạng ổn định nhưng đăng ký hoài vẫn ko được, quá tốn thời gian...",05-08-21 21:44,1
5669,Linh Nguyễn,Rất tốt,10-10-21 11:15,5
5670,Thu Vi,Tại sao đăng kí mb bank tài khoản cũ k được nhận quà tặng từ báo hay 24h .. khi đã làm theo hướng dẫn,19-09-21 21:06,1
5671,LAI VIET QUANG,Tuyệt vời !!!,14-10-21 21:57,5
5672,Quân Nguyễn,Đội ngũ phát triển app phải làm việc lỗ lực để cải thiện và phát triển app hơn nữa. App dùng quá chán,04-08-21 11:13,1
5673,Quang Minh,Sao nghe nói tải và dk dc tặng 500k mà sao ko có nhỉ,10-06-21 15:33,3
5674,JQK. FF,Ok,24-08-21 13:57,5
5675,Hùng Bin HD,"App sao trục trặc vậy. Mới vô xong ra vô lại bị báo ""mb bank đã dừng- gửi phản hồi"" là sao vậy?",16-04-21 20:00,3
5676,Anh Nguyen,Lỗi không vào dc app. Bao nhiêu khoản cần thanh toán. Chán thật sự tiền chứ phải app game đâu. Sau lần này chuyển Ngân Hàng khác dùng thôi.,16-11-21 13:21,1
5677,hung nguyen,T đc b giới thiệu nhưng b t nói ko nhận 50000 tiền giới thiệu. Thế thì chịu,02-09-21 15:45,1
5678,Đạt Phạm Văn,Thiết lập mã OTP rất bất tiện. Phải dùng điện thoại cũ để xác nhận. Nếu mất điện thoại cũ thì sao ? Khỏi dùng app luôn à ? Hay như nào ?,19-08-21 2:38,3
5679,Nga Nguyễn,App như cc,11-05-21 11:24,1
5680,Bé Mun,Tạo tài khoản xong vô đăng nhập thì bảo sai mật khẩu mà mới đăng nhập ko lẻ tao quên đăng nhập cả chục lần ko đc r xóa tài khoản ko đc cái t xóa tài khoản . Giờ ngày nào cũng điện thoại bảo tao thiếu nợ mà ko trả đòi phối hợp với công an gì đó lại nhà tao . Lừa đảo mà đòi tiền t à,27-06-21 7:39,1
5681,Dương Nguyễn,"Ứng dụng load rõ chậm, đơ, rất khó chịu",01-04-21 20:17,2
5682,hung hoang,ap qua nhiều lỗi mn nên chuyển sang Ngân hàng khác mà dùng có việc chuyển tiền gấp thi thôi xong lạy k mở đk ap,08-08-21 14:01,1
5683,Võ Thanh Trọng,"Tôi liên tục bị trừ tiền bao gồm ( phí phát hành thẻ 5.000đ, phí phát hành thẻ 50.000đ, phí T.NIEN 6.000đ, phí T.NIEN 60.000đ ) mặc dù phí lúc trước đã trả phát hành thẻ là 30.000đ và 3.000đ rồi mà bây giờ trong 1 ngày lại bị trừ thêm các khoản trên nữa là sao. Tôi cần lời giải thích. lừa đảo hay gì..........",01-12-21 22:55,1
5684,Ngọc văn Hoàng,"Quá tệ.. xác nhận otp cho 2 phút chờ, nhập xong thì chờ 10 phút vẫn chưa load xong",12-08-21 20:43,1
5685,vien le,Tuyệt,11-10-21 20:29,5
5686,Trung Hiếu Phan,Ok,11-11-21 23:46,5
5687,Don Ly,Lỗi như cc,16-11-21 11:18,1
5688,Thanh Thao,Áp tải về cứ đứng hoài ở cái giáo diện.,16-05-21 17:20,1
5689,quý gaming,Tot,29-05-21 23:31,5
5690,Trang Nha,Tốt,15-10-21 20:54,5
5691,PH Mobile,Tự nhiên bị trừ tiền trong khoản k hiểu lý do,25-07-21 13:38,1
5692,Na Ty,Chờ cái mã pin hoài không thấy nhập STK để nhận giao dịch thì kêu STK k hợp lệ,30-06-21 7:05,2
5693,Nguyen Quoc Hung,Trải nghiệm quá tệ. App load lâu,10-08-21 16:06,1
5694,Thủy Võ,Ko vào app được lỗi tùm lum tà la,11-08-21 13:01,1
5695,Nhựt Trần Minh,Rất OK,27-08-21 17:48,5
5696,Vu Cao,App MB dạo này chán ko biết tả ntn luôn vào mãi ko đc! Ra cây rút vào app nửa tiếng ko đc đi ra ngoài lại đc!Nguyện vọng nhỏ là vào app nhanh và ko bị delay nữa MB nhé còn ko đc thì bỏ luôn đi chứ dùng lại thêm bực vào người thì dùng làm gì!Ko muốn đánh 1 dấu sao nào luôn mà nt lại ko đăng đc nên đành phải cho 1 sao ạ!,11-08-21 21:58,1
5697,Đông Hoàng,Tôi cần app có mục liên hệ trực tiếp với cskh của ngân hàng,17-11-21 16:02,3
5698,XÂY DỰNG 24H,Mẹ cái app thối nhất từng thấy. Có âm 1000 sao thì cho mày ắn luôn.,28-06-21 12:16,1
5699,Van Nhan Nguyen,Lỗi đăng nhập lâu quá ạ,16-11-21 14:59,1
5700,Hùng Trần,Oke,29-03-21 22:43,3
5701,Thắng Xuân,Ok,20-10-21 18:35,5
5702,Hoa Hoa,"Nó quá là lởm luôn, mỗi lần mở chuyển tiền nó chạy như con rùa, chán vãi đái ra, chả nhé hủy tài khoản của thằng này.",23-07-21 15:16,1
5703,Pham0224 Luke,"Giản cách xả hội 14 ngày ngân hàng đóng cửa... Mả otp thì reset máy ko lấy lại đc.. bắt đi ra ngân hàng cập nhật...thua.. ko có cách khác giải quyết hợp lý cho khách hàng là sao.. ,???????????",10-07-21 18:57,1
5704,Trường Thành Mạc,Dùng từ tháng 04/2021 đến giờ... mọi thứ đều ổn!,06-12-21 21:03,5
5705,Thiện Nguyễn,App tạm dc,27-10-21 12:51,3
5706,Road trip,Đăng nhập còn không vào đc thì làm gì tiếp theo đây ?,20-03-21 6:57,1
5707,Hoàng Minh Trần phạm,Ok,18-10-21 13:23,5
5708,Hải Nguyễn,Ok,02-12-21 22:39,5
5709,dũng đặng,Chả tạo dc😏,01-05-21 8:17,1
5710,Hoàng hải Dương,Má nó cứ bảo mặt mới cmt không khớp . như ship,01-07-21 23:17,1
5711,Học Phạm Thái,Dùng 5G vào app toàn bị delay,17-08-21 20:50,1
5712,Mạnh Nguyễn,tốt,07-05-21 17:25,5
5713,Ngọc Hải,Rất tiện dụng trong cài đặt. Dịch vụ tốt,22-07-21 8:40,5
5714,rad mu,Tk bạn giới thiệu app qua link mik làm theo và ko có tiền mặc dù đã có link vậy tiền tui đâu Mặt khác app load chậm hay bị hết hạn đăng nhập,18-07-21 11:57,1
5715,thuy Lê,Ứng dụng mb tệ nạn nhất các loại ngân hàng không hài lòng mọi người nên gỡ bỏ,14-03-21 12:41,1
5716,9.Nguyễn Thị Ngọc Diễm Lớp 4B,Ok,18-10-21 22:23,5
5717,Tuấn Đỗ,"Quay video toàn báo lỗi,làm cả ngày cũng k xong",10-12-21 9:29,1
5718,Bao Vu,"Nhiều ưa đãi : miễn phí ck , mọi dịch vụ đều có trên app , app ổn định , giao dịch nhanh , sẽ sd mbb dài lâu",04-06-21 11:53,5
5719,Vu Huy,Dùng ổn mà thấy các cụ kêu quá trời,30-05-21 8:04,5
5720,Lực Đinh văn,Bgg,16-09-21 16:40,5
5721,Lương Tôn,Ok,06-10-21 8:53,4
5722,Cu Tý - TV,Ok,26-09-21 23:14,5
5723,Lý Minh Lâm,Quá tệ,10-05-21 8:33,1
5724,Dang Khoa Vu,Tốt,08-11-21 11:06,5
5725,Ngọc Thị,tốt,24-06-21 0:04,5
5726,hien lo,Xin chào,08-08-21 22:54,5
5727,Thao Truong,Lm thẻ xong hơn 3 tháng rồi mà sao chưa giao nhỉ lúc đó đang chỉ thị khg giao được thì có thể thông cảm mà giờ đi lại được rồi mà. MB xem sét lại đi nha.,26-10-21 10:01,5
5728,Hoa Trần,"Mình sử dụng cảm thấy rất oke, nhưng nếu app ghi được lịch sử chuyển khoản nữa thì còn tốt hơn nữa",13-06-21 11:38,5
5729,Bảo Ngân,Đăng kí tk không được,26-11-21 11:28,1
5730,Viet Doan,Tiện lợi nhanh chóng,10-06-21 3:09,5
5731,Chi Nguyễn,Áp quá kém,17-11-21 20:18,1
5732,Văn Vĩnh,Lỗi cả ngày hôm nay nay,16-11-21 17:09,1
5733,nguyễn thảo,"Đã 1 tuần rồi ko vào app thanh toán chuyển khoản hay gì được. Mình tự hỏi nếu tất cả tiền mình đều để ở NH này, ở app này thì khác nào mình là người vô sản? Đi siêu thị cũng k có cách nào lấy đc tiền để thanh toán. Quê ơi là quê.",01-08-21 17:11,3
5734,Hoàng Tuấn,Lỗi app ko vào được mấy hôm nay. Toàn báo lỗi thiết bị mặc dù trước đó dùng bình thường. Xóa đi cài lại vẫn vậy.,08-09-21 23:11,1
5735,Trinh Nguyễn,Ok,30-03-21 10:46,3
5736,ngan thach,Rút tiền qua app thì trong tk bị trừ tiền nhưng ATM éo rớt ra 1 xu. Thế là đi tong mấy triệu. Chán kinh khủng.,08-10-21 2:45,1
5737,SỸ HOÀNG,"Tôi đang dùng app MB trên điện thoại bình thường. Tự nhiên gần đây App MBB của tôi trên điện thoại không hoạt động. Tôi muốn biết tại điện thoại không tương thích Verson mới của App, hay lỗi hệ thống của MBB ? Điện thoại của tôi là của hãng Vivo Việt Nam Model V2025.",25-09-21 8:38,5
5738,Nguyễn Anh Phương,Thật sự dùng bực cực kì.,30-06-21 19:21,1
5739,Hậu Đỗ,"App này là app ngân hàng ngu nhất trong tất cả các app ngân hàng. Phải nói là ngu mà khó diễn tả thành lời được. Mỗi lần reset máy hoặc mua máy mới thì phải ra ngân hàng đăng ký OTP lại. Nhân viên ngân hàng thì ngu như gì, nói mà không hiểu được vấn đề nữa hốn chi mà giải quyết. Còn tổng đài thì gọi vào cũng như không, đợi đưa qua bộ phận kỹ thuật cả tuần thì bộ phận kỹ thuật lại bảo ra ngân hàng. Tổng đài chỉ tư vấn chứ không can thiệp được gì. Nói chung là ngu thua loài xúc sinh.",29-08-21 0:50,1
5740,binh nguyen,Rất tiện và tốt,20-09-21 22:38,5
5741,Nguyệt Nguyễn Minh,😐😐,16-11-21 15:06,5
5742,Lộc Nguyễn,Ok,04-05-21 22:11,5
5743,khánh võ,ok,14-11-21 18:10,5
5744,Tuấn Trần Quang,Rat tot,28-07-21 20:33,5
5745,Bá Tùng Hồ,"Tôi không mở được ứng dụng dù update đầy đủ, mở app chứ báo ứng dụng bị lỗi",12-05-21 11:13,1
5746,Nguyễn Duy Anh,"App gì mà đăng kí mãi không được, mặt người ta như vậy mà bảo không giống",24-08-21 16:02,1
5747,Quang Nguyễn,Cứ tưởng đt thoại của mình có vấn đề... Hơn nửa tháng nay ko dùng đc MB. Đọc mọi ng mới biết lỗi của MB. Lỗi thì phải thông báo cho rõ ràng. Đằng này khi hỏi CSKH thì không nói gì lỗi của hệ thống mà cứ hướng dẫn như lỗi của khách hàng. MB thật mất điểm.,16-11-21 15:19,1
5748,Thùy Thanh,Quá tệ,09-08-21 22:10,1
5749,Phong Thái,App tệ đăng kí xong đăng nhập k đc rồi khóa tài khoản :),28-02-21 11:54,1
5750,Minh Dinh Vlog,Ứng dụng thao tác còn quá chậm chưa mượt mà. Các truy vấn giao dịch chưa được rõ dàng cần cải thiện truy vấn giống app của techcombank dùng rất thích. Giờ này vẫn còn cho giao dịch 50tr 1 ngày thì quá kém. Giờ người ta giao dịch cả tiền tỉ mà hạn chế thế thì hỏng hết việc.,19-03-21 10:08,2
5751,Trường Ngô,Được cái có nổi cái ngân hàng mà lãnh đạo không đủ thông minh để tiền thuê được lập trình viên để phát triển không bị lỗi,22-08-21 15:20,1
5752,Tung Vu,App hỗ trợ người dùng kém,31-05-21 19:47,1
5753,tan nguyen,App chậm nhất trong tất cả các ngân hàng,17-07-21 8:04,1
5754,Điệp Lê Quang,Tuyệt vời,18-09-21 23:10,5
5755,BẢO LONG DƯƠNG ĐOÀN,MB dùng rất tốt nhưng mong ngân hàng mởtl thêm chi nhánh ở tỉnh cao bằng để tiện giao dịch vì nhiều cái phức tạp cần phải ra chi nhánh,14-09-21 9:44,5
5756,Huy Quang,Đơ lác chậm,22-06-21 11:23,2
5757,anh quang,Mình chuyển khoản đi sao lỗi nhiều quá ko chuyển được?,02-12-21 16:10,2
5758,Nguyên Văn Chiến,Tot,27-11-21 13:46,5
5759,Truonggiang Nguyen,Tuyệt vời,28-08-21 7:48,5
5760,Ma Sat,Như cap gggggg,18-02-21 7:36,1
5761,Bá Du,Vào lỗi,29-08-21 22:57,1
5762,Tin Tran,Ứng dụng vào chậm,01-09-21 15:13,3
5763,Thanh Lê,Bảo cập nhật rồi đăng nhập vào thì không được vẫn bảo lỗi không hiểu ngân hàng quân đội như nào,31-07-21 15:40,1
5764,Quý Nguyễn,Dạ cho hỏi này không có thẻ có thể ra cây ATM rút bằng app được không ạ,17-05-21 8:19,1
5765,Hiền Lê thị Mỹ,Giấy tờ đúng hộp lệ hết mà mà dám nói không hợp lệ,18-06-21 14:08,5
5766,Siu Đinh,"Lỗi tùm lum ra, khiếp thật",14-12-21 17:21,1
5767,Ty Nguyễn Văn,"Quá chậm, thường xuyên xảy ra lỗi",07-08-21 10:07,2
5768,Van quynh Tran,Ok,11-09-21 17:37,5
5769,Dinh Pham,Không in sao kê và lịch sử giao dịch của KH,16-12-21 11:52,3
5770,Nam Nguyen,Ko vào dc,25-11-21 13:07,5
5771,thang nguyen,Tạm được dùng mạng mobi chậm nhưng dụng mạng vietten rất nhanh,28-07-21 22:55,4
5772,phuong nguyen,Thật sự không vào được app không hiểu kiểu gì. Có tiền muốn chuyển khoản hay xem cũng khó thật sự,27-04-21 22:46,1
5773,Nguyễn Trọng Húa,Không đăng nhập hỏm nay dịch bệnh ko đến ngân hàng đc rất khó chịu,16-11-21 14:59,1
5774,Thành Nguyễn,Nhận dạng quá tệ Đúng như trong công mà nhận dạng ko đc,06-04-21 20:59,2
5775,Thay Danh,Tốt,17-03-21 20:34,5
5776,Văn Lợi,sao androi k vào đc nhỉ mà tạo tài khoản thì toàn k nhận diện khuân mặt đc,19-04-21 18:25,1
5777,Cuong Bui Bui Cuong,Đăng ký mà như cc ấy.1 phút mà bố mày đợi cả tiếng không xoong,27-10-21 20:35,1
5778,Doanh nghiệp tư nhân thương mại Song Hào,Nên cập nhật thêm tính năng lưu nội dung giao dịch chuyển tiền. Mỗi lần chuyển giống nhau lại phải điền nội dung lại rất mất thời gian và dễ sai sót. Quá trình đăng nhập bằng dữ liệu di động quá chậm Wifi thì ổn nên cần chỉnh sửa thêm.,14-08-21 21:50,3
5779,Chinh Nong,Ap chán quá vào toàn bị lỗi kĩ thuật muốn vào để hủy ngay và luôn,15-10-21 20:10,1
5780,My Ha,Tệ,17-11-21 0:03,1
5781,quân trương,tốt,26-11-21 18:23,5
5782,Canh Le,Nnn,06-11-21 13:26,1
5783,Tai KS.Nguyen Tat,App đéo j vào éo chay lm ăn như cc,18-08-21 10:34,1
5784,nguyendinh minhchau,Ứng dụng quá tệ. Tiền để thuê 1 nhóm lập trình bù nhìn hay sao mà lúc chuyển tiền toàn load. Chạy chậm chạp và không hiển thị phần tiện ích. Nếu có 0 sao tôi cho luôn. Nên đuổi việc bọn lập trình này,30-03-21 16:02,1
5785,Sang Mai,Tốt,12-10-21 18:20,5
5786,17.10A3 Huỳnh Hoài Nhân,Vô không đc ?,16-11-21 12:51,1
5787,Yến Nhi Lê,Tốt,05-12-21 23:38,5
5788,Chinh Le,OK rất nhanh và tiện lợi,22-10-21 1:08,5
5789,Đoan Trần,Không vào được ứng dụng,16-11-21 15:19,1
5790,Gia phuc Dinh,Ok,15-04-21 23:39,5
5791,Udgddbdhf Hsgdhjdjf,"Chán MB rồi , sự cố lâu thế làm ảnh hưởng nhiều quá !",16-11-21 17:02,1
5792,Mỹ Tho Lê,Hay bị lỗi mật khẩu,01-10-21 12:25,3
5793,Công Lưu Hồng,Dịch vụ tại quầy chán thật sự. Nhân viên chuyên môn kém. Làm việc mất thời gian. Lần nào cũng phải chờ nửa ngày,10-09-21 10:33,1
5794,Dương Minh Hoàng,Ứng dụng loading mãi không vào được,07-07-21 6:37,1
5795,Kim Tom,Ngu,07-07-21 11:28,1
5796,Phương Phương,"Cái ghế cao quá., Đứa thấp như em trèo mãi mới lên. Mới sử dụng thẻ ko biết gì và bị bảo vệ nói kiểu coi thường khách hàng.",31-07-21 15:28,3
5797,thu truongminh,"Chạy nhanh, bảo mật tốt.",04-06-21 8:43,5
5798,Tuấn Anh,Hốt được 500k nhờ iem nó,02-07-21 20:03,5
5799,Kenny Nguyen,Tốt. Rất nhiệt tình quan tâm khách hàng nhiều.,09-11-21 11:33,5
5800,Nguyên Trương Xuân,Ứng dụng chạy chậm quá,01-07-21 15:09,3
5801,Hien Huong,Ok,10-04-21 21:22,2
5802,BaoTuong Nguyen,Vô đc r nha mn Đừng đánh giá 1 sao nx,16-11-21 20:27,5
5803,trong cuong,"Bảo trì thay đổi k thông báo, nâng cấp k thông báo hướng dẫn giờ k đăng ký dc DOTP, lại mất thời gian ra quầy giao dịch",16-11-21 21:54,1
5804,Anh Hoang,Chẳng hiểu kiểu gì đăng kí mãi ko đc .mệt thật sự,18-09-21 15:38,1
5805,Qui Truong,Ok,16-09-21 12:15,5
5806,Duc Buidinh,App như cc . Lừa tình vl. Bảo cho 30k mà lừa vl đmm chúng m,16-05-21 19:40,1
5807,Mai Văn Quý,Không hiểu app làm ăn kiểu gì nữa mãi mà không vào được,17-08-21 21:26,1
5808,Hiếu Minh,Cứ bị văng 1 sao là đc lắm rồi,15-11-21 15:33,1
5809,Âu Dương,Hj,03-09-21 11:04,5
5810,Lượng Hà,Ok,02-07-21 20:02,5
5811,Ốc Con,"Đăng kí. Chụp ảnh cmnd làm đủ các bước. Họ kêu nhận 500k. Mà làm xong. Nó kêu hủy vì không đáp ứng được yêu cầu. Vãi..... Không hiểu luôn. Có khi nào lừa không á. Ngân hàng kiểu gì mà tải xong, đăng nhập thì quay vòng vòng chờ cả ngày cũng không thấy mở. Sợ nó lại trừ tiền dần hàng tháng, xong nợ ấy. Chán thực sự. Đừng ai tin mâý ông ở tik tok tải xong giờ tôi sợ. Thông tin cmnd. Các thứ kìa. Xong nó làm điều xấu. MỌI NGƯỜI ĐỌC ĐƯỢC THÌ ĐỪNG SD NGÂN HÀNG NÀY NHA.",27-08-21 9:57,1
5812,Lợi Kòy,Ok,05-12-21 0:37,5
5813,Thay Triệu,Không nhận được tiền là sao,19-07-21 9:04,5
5814,0084_Nguyễn Tuấn Đức,"AI ngu k dki đc tk online, nhập đi nhập lại bao nhiêu lần quá mệt mỏi",29-08-21 16:59,1
5815,DŨNG PHÚ GIA,Sao mình tìm chỗ truy vấn lịch sử giao dịch không coa nhỉ,13-09-21 1:54,5
5816,Kim Ngọc Trần Thị,Sao tôi cài sang tiếng việt rồi nhưng vẫn toàn là tiếng anh không vậy,06-10-21 19:19,3
5817,Thắng Ngô,Dùng OK nhưng sao mâý nay nó không truy cập đc là sao ta,16-11-21 15:08,4
5818,1443_Đoàn Văn Thịnh,"Code cái app ngu như con chó , bỏ tiền ra thuê bố m code cho , link giới thiệu vô cái app cũng k nhận dc tiền , cái ngân hàng chà bá mà nuôi toàn dev ngu",20-02-21 19:15,1
5819,cha giàng,Ok,29-06-21 21:34,5
5820,Kevin,"App chạy quá chậm và có tình trạng đơ, mong hệ thống xử lý để app chạy mượt hơn. Cảm ơn",31-07-21 10:05,1
5821,Nguyên Hà,"Có ai bị lỗi đăng nhập hệ thống thông báo tài khoản đăng nhập không hợp lệ giống mình không, cả 2 tk của 2vc bị khóa,làm các bước lấy lại mk trên app cũng ko đc. Dịch ntn lại kẹt trong khu cách ly nữa cần tiền mà app như vậy thì chết toi.",29-05-21 10:02,2
5822,Bắc Đỗ,Rất chính xác,15-08-21 20:57,5
5823,Anês Thiên Hương,"App lỗi ko vào đc, nâng cấp và sửa xong thì ko chuyển khoản đc, nhập mã digital thì ko nhận, app quá tệ, giao diện cũng khó chịu",16-11-21 21:22,1
5824,Hà Trần Thanh,rất tốt nhé,25-08-21 1:09,5
5825,viettien nguyen,Rất tuyet,26-06-21 9:18,5
5826,đức phạm,Đăng nhập lúc đc lúc không,27-07-21 8:20,1
5827,Huế Nguyễn,Không đổi được mã pin,08-07-21 16:21,1
